vocab	precision	recall
Loneliness	1.0	1.0
learned	0.0013134328358208956	0.25
sighs	0.00023880597014925374	1.0
depot	0.000835820895522388	0.2916666666666667
Pike	0.00011940298507462687	1.0
table's	0.00011940298507462687	1.0
available	0.0032238805970149255	0.36486486486486486
infuriating	0.00011940298507462687	0.2
Contradictions	0.00011940298507462687	1.0
characters	0.0007164179104477612	0.4
pendulum	0.0023880597014925373	0.46511627906976744
inadequate	0.0004776119402985075	0.04878048780487805
recall	0.0021492537313432835	0.27692307692307694
Looked	0.00011940298507462687	1.0
jerky	0.0004776119402985075	0.19047619047619047
telling	0.002865671641791045	0.5714285714285714
viselike	0.0003582089552238806	0.75
challenging	0.0005970149253731343	0.45454545454545453
questions	0.001671641791044776	0.8235294117647058
roughed	0.00023880597014925374	1.0
approached	0.00023880597014925374	0.5
riding	0.0015522388059701492	0.26
Oh	0.00011940298507462687	1.0
sick	0.002507462686567164	0.28378378378378377
narrowed	0.00023880597014925374	0.4
regards	0.0003582089552238806	0.6
sweep	0.0034626865671641793	0.35365853658536583
humming	0.00011940298507462687	0.3333333333333333
vile	0.0005970149253731343	0.12195121951219512
thoughtfully	1.0	0.2
highboard	0.00011940298507462687	1.0
fortifications	0.00023880597014925374	1.0
newest	0.00011940298507462687	0.5
messhall	0.00011940298507462687	1.0
Cat	0.00011940298507462687	1.0
perturbation	0.000955223880597015	0.2857142857142857
prevents	0.00023880597014925374	0.5
what's	0.0005970149253731343	0.8333333333333334
glided	0.00011940298507462687	0.5
comfortable	0.002626865671641791	0.3728813559322034
noble	0.006925373134328359	0.35365853658536583
Those	0.00011940298507462687	1.0
middle	1.0	0.0037313432835820895
distant	0.0023880597014925373	0.3076923076923077
river	0.012179104477611941	0.21748400852878466
gives	0.0013134328358208956	0.6470588235294118
olive	0.002029850746268657	0.2236842105263158
penetrated	0.00011940298507462687	0.2
lend	0.000835820895522388	0.175
Mark	0.00011940298507462687	1.0
sprawling	0.00011940298507462687	0.14285714285714285
requested	0.00023880597014925374	0.3333333333333333
through	0.003343283582089552	0.37333333333333335
you'd	0.0004776119402985075	1.0
consciously	0.00023880597014925374	0.2857142857142857
swayed	0.0003582089552238806	0.5
Golf	0.00011940298507462687	1.0
blot	0.0007164179104477612	0.16216216216216217
valley's	0.00011940298507462687	1.0
Vatican	0.00011940298507462687	1.0
bespectacled	0.0003582089552238806	0.5
There	0.00011940298507462687	1.0
sped	0.00023880597014925374	1.0
One	0.00011940298507462687	1.0
