"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.index","Input.words","Answer.clusters","Answer.num_clusters","Approve","Reject"
"308KJXFUJRT4PDW7CNQ5VQL7WU3ATF","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:46 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:46 PDT 2020","","","352YTHGROW025ZNOTU4RTOS5P88H48","A34QZDSTKZ3JO9","Approved","Wed May 06 12:31:22 PDT 2020","Wed May 06 12:31:38 PDT 2020","Sat May 09 12:31:38 PDT 2020","Sat May 09 12:31:42 PDT 2020","","","16","100% (122/122)","100% (122/122)","100% (122/122)","765","no-nonsense grandiose eagerness","no-nonsense grandiose eagerness;","1"
"308KJXFUJRT4PDW7CNQ5VQL7WU3ATF","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:46 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:46 PDT 2020","","","3LO69W1SU40K3BZYFGLQU5IFWUDGLO","A12ATVBE1I4567","Approved","Wed May 06 11:57:05 PDT 2020","Wed May 06 12:03:26 PDT 2020","Sat May 09 12:03:26 PDT 2020","Sat May 09 12:03:42 PDT 2020","","","381","100% (254/254)","100% (254/254)","100% (254/254)","765","no-nonsense grandiose eagerness","no-nonsense grandiose eagerness","1"
"308KJXFUJRT4PDW7CNQ5VQL7WU3ATF","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:46 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:46 PDT 2020","","","3ZWFC4W1UVUPS9YG9GC4YWR217ORFC","AJKA9BKC011F2","Approved","Wed May 06 12:54:10 PDT 2020","Wed May 06 13:43:07 PDT 2020","Sat May 09 13:43:07 PDT 2020","Sat May 09 13:43:42 PDT 2020","","","2937","100% (80/80)","100% (80/80)","100% (80/80)","765","no-nonsense grandiose eagerness","no-nonsensegrandiose eagerness","2"
"30P8I9JKOI8MWZOFMMZ3OXT611I5VK","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:42 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:42 PDT 2020","","","354P56DE9LQOEVJN6MEX0EJHPL8S7H","A12ATVBE1I4567","Approved","Wed May 06 12:15:18 PDT 2020","Wed May 06 12:21:33 PDT 2020","Sat May 09 12:21:33 PDT 2020","Sat May 09 12:21:42 PDT 2020","","","375","100% (254/254)","100% (254/254)","100% (254/254)","472","bloom springtime dogwood gleam drizzle swirl dandelion blooming thorn blossoms","bloom springtime dogwood dandelion thorn blossoms;gleam drizzle swirl blooming","2"
"30P8I9JKOI8MWZOFMMZ3OXT611I5VK","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:42 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:42 PDT 2020","","","3I7DHKZYGON0NM0IC9Z1VVM69P15FE","A34QZDSTKZ3JO9","Approved","Wed May 06 12:58:45 PDT 2020","Wed May 06 12:59:22 PDT 2020","Sat May 09 12:59:22 PDT 2020","Sat May 09 12:59:43 PDT 2020","","","37","100% (122/122)","100% (122/122)","100% (122/122)","472","bloom springtime dogwood gleam drizzle swirl dandelion blooming thorn blossoms","bloom springtime dogwood dandelion blooming thorn blossoms;gleam swirl;drizzle;","3"
"30P8I9JKOI8MWZOFMMZ3OXT611I5VK","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:42 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:42 PDT 2020","","","3OXV7EAXLFD1QEK3XX84MSB92UQ635","ANCCKNF1DKRZO","Approved","Wed May 06 12:16:09 PDT 2020","Wed May 06 12:54:36 PDT 2020","Sat May 09 12:54:36 PDT 2020","Sat May 09 12:54:42 PDT 2020","","","2307","100% (47/47)","100% (47/47)","100% (47/47)","472","bloom springtime dogwood gleam drizzle swirl dandelion blooming thorn blossoms","bloom springtime dogwood dandelion blooming thorn blossoms;gleam drizzle swirl;","2"
"30QQTY5GMK716ODY5P4VQV5JE047UC","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:43 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:43 PDT 2020","","","39O5D9O87UFQ6VT47OL78S3JYGUC3W","A1ZDR2UN7M92LI","Approved","Wed May 06 11:57:50 PDT 2020","Wed May 06 11:58:01 PDT 2020","Sat May 09 11:58:01 PDT 2020","Sat May 09 11:58:42 PDT 2020","","","11","100% (57/57)","100% (57/57)","100% (57/57)","453","grass trees mountains sand fields tree tropical flowers garden plants","grass trees mountains sand fields tree tropical flowers garden plants","1"
"30QQTY5GMK716ODY5P4VQV5JE047UC","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:43 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:43 PDT 2020","","","3GS6S824SRK6OXSJ6Y5NT08SVDPWNR","A12ATVBE1I4567","Approved","Wed May 06 12:56:31 PDT 2020","Wed May 06 13:01:51 PDT 2020","Sat May 09 13:01:51 PDT 2020","Sat May 09 13:02:42 PDT 2020","","","320","100% (254/254)","100% (254/254)","100% (254/254)","453","grass trees mountains sand fields tree tropical flowers garden plants","grass trees mountains sand fields tree tropical flowers garden plants","1"
"30QQTY5GMK716ODY5P4VQV5JE047UC","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:43 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:43 PDT 2020","","","3RSDURM96B96JWA6S0KSOAZZST7EY2","ANCCKNF1DKRZO","Approved","Wed May 06 12:13:08 PDT 2020","Wed May 06 12:45:44 PDT 2020","Sat May 09 12:45:44 PDT 2020","Sat May 09 12:46:42 PDT 2020","","","1956","100% (47/47)","100% (47/47)","100% (47/47)","453","grass trees mountains sand fields tree tropical flowers garden plants","grass trees tree tropical flowers garden plants;mountains sand fields;","2"
"30U1YOGZGAJ18KM47XCHBMXRFEMDSV","3U2Q8YJAS9CR9YS8AJ458VYDDVJ5TV","Create clusters of semantically similar words (may contain foul language)","You will be given a list of words and asked to put them in groups of words with similar meaning.","cluster, english, words, similarity, semantics","$0.17","Wed May 06 11:40:46 PDT 2020","3","BatchId:4025597;OriginalHitTemplateId:928390845;","3600","259200","Wed May 13 11:40:46 PDT 2020","","","32N49TQG3H5MPPYP7KVMLS5EPXGAV3","A12ATVBE1I4567","Approved","Wed May 06 12:33:15 PDT 2020","Wed May 06 12:41:21 PDT 2020","Sat May 09 12:41:21 PDT 2020","Sat May 09 12:41:42 PDT 2020","","","486","100% (254/254)","100% (254/254)","100% (254/254)","358","wasting useless worth waste fuss junk amount","wasting useless worth;fuss junk amount waste","2"
